165,1,0.019835154846528,63.267279317284
171,14,-0.010759353628569,69.258842786887
177,68,-0.15176945362617,71.071796742813
194,128,-0.44864504697151,82.410540978823
207,149,-0.60947009918247,86.90128254842
224,159,-0.65996529681773,87.662847892418
301,161,-1.024918447696,64.054017710911
447,168,-1.5490692001647,57.758798508919
581,168,-1.1520605885019,62.111355684696
649,175,-0.92779129237618,87.149043924057
673,197,-1.0406636551876,99.387030507121
690,224,-0.89077522284003,97.413986987767
699,277,-0.56616425030479,79.689158061408
697,330,-0.26675826044336,74.904156201833
689,382,0.28609490618257,75.31619350429
669,418,0.48630421284826,83.992394678406
642,442,0.62938443635234,95.56628968235
616,452,0.66315199336061,104.37691989873
558,457,0.95540083667508,83.589780283171
306,445,1.62812636283,65.362218660596
170,438,1.2351204871902,79.703239256072
155,442,1.0788686481777,83.109642616373
135,453,0.86315662039326,81.925220169353
129,468,0.73304871401201,81.081638068092
126,491,0.53023858610147,75.641428357048
139,546,0.021913139046041,57.268583222042
